name_Jap,name_Eng,type,race,attribute,level,PS,atk,def,id,name_FullWidth_Jap
メギストリーの儀術師,Megistric Maginician,MONSTER EFFECT,SPELLCASTER,FIRE,1,,0,2000,83035296,メギストリーの儀術師
六武衆の師範,Grandmaster of the Six Samurai,MONSTER EFFECT,WARRIOR,EARTH,5,,2100,800,83039729,六武衆の師範
電子光虫－LEDバグ,Digital Bug LEDybug,MONSTER EFFECT,INSECT,LIGHT,3,,500,0,83048208,電子光虫－ＬＥＤバグ
緊急発進,Scramble!! Scramble!!,SPELL QUICKPLAY,,,,,,,83054225,緊急発進
後に亀と呼ばれる神,Numen erat Testudo,MONSTER EFFECT,AQUA,WATER,5,,1800,0,83061014,後に亀と呼ばれる神
パラレル・ツイスター,Parallel Twister,SPELL,,,,,,,83102080,パラレル・ツイスター
古代の機械巨人,Ancient Gear Golem,MONSTER EFFECT,MACHINE,EARTH,8,,3000,3000,83104731,古代の機械巨人
雷鳥龍－サンダー・ドラゴン,Thunder Dragonhawk,MONSTER EFFECT,THUNDER,LIGHT,6,,1800,2200,83107873,雷鳥龍－サンダー・ドラゴン
陽炎柱,Hazy Pillar,SPELL CONTINUOUS,,,,,,,83108603,陽炎柱
E・HERO テンペスター,Elemental HERO Tempest,MONSTER EFFECT FUSION,WARRIOR,WIND,8,,2800,2800,83121692,Ｅ・ＨＥＲＯ テンペスター
重力解除,Zero Gravity,TRAP,,,,,,,83133491,重力解除
スクラップ・ゴブリン,Scrap Goblin,MONSTER EFFECT TUNER,BEASTWARRIOR,EARTH,3,,0,500,83135907,スクラップ・ゴブリン
ユニオン・キャリアー,Union Carrier,MONSTER EFFECT LINK,MACHINE,LIGHT,2,,1000,34,83152482,ユニオン・キャリアー
月光虎,Lunalight Tiger,MONSTER EFFECT PENDULUM,BEASTWARRIOR,LIGHT,3,5,1200,800,83190280,月光虎
竜嵐還帰,Storm Dragon's Return,TRAP,,,,,,,83195035,竜嵐還帰
ドーピング,Stim-Pack,SPELL EQUIP,,,,,,,83225447,ドーピング
針二千本,Two Thousand Needles,MONSTER EFFECT,BEAST,EARTH,5,,2000,1800,83228073,針二千本
ディノインフィニティ,Tyranno Infinity,MONSTER EFFECT,DINOSAUR,EARTH,4,,-2,0,83235263,ディノインフィニティ
RR－トリビュート・レイニアス,Raidraptor - Tribute Lanius,MONSTER EFFECT,WINGEDBEAST,DARK,4,,1800,400,83236601,ＲＲ－トリビュート・レイニアス
オイスターマイスター,Oyster Meister,MONSTER EFFECT,FISH,WATER,3,,1600,200,83239739,オイスターマイスター
オイスタートークン,Oyster Token,MONSTER NORMAL TOKEN,FISH,WATER,1,,0,0,83239740,オイスタートークン
リバースダイス,Dice Re-Roll,TRAP,,,,,,,83241722,リバースダイス
追い剥ぎゾンビ,Robbin' Zombie,TRAP CONTINUOUS,,,,,,,83258273,追い剥ぎゾンビ
逢華妖麗譚－魔妖語,Ghost Meets Girl - A Mayakashi's Manuscript,SPELL QUICKPLAY,,,,,,,83266006,逢華妖麗譚－魔妖語
超古代生物の墓場,Grave of the Super Ancient Organism,TRAP CONTINUOUS,,,,,,,83266092,超古代生物の墓場
ダーク・ヴァルキリア,Dark Valkyria,MONSTER EFFECT GEMINI,FAIRY,DARK,4,,1800,1050,83269557,ダーク・ヴァルキリア
バチバチバチ,Bachibachibachi,MONSTER EFFECT,INSECT,LIGHT,3,,800,800,83272895,バチバチバチ
ドドドウォリアー,Dododo Warrior,MONSTER EFFECT,WARRIOR,EARTH,6,,2300,900,83274244,ドドドウォリアー
戦神－不知火,Shiranui Shogunsaga,MONSTER EFFECT SYNCHRO,ZOMBIE,FIRE,8,,3000,0,83283063,戦神－不知火
ウィッチクラフト・バイストリート,Witchcrafter Bystreet,SPELL CONTINUOUS,,,,,,,83289866,ウィッチクラフト・バイストリート
クローラー・レセプター,Krawler Receptor,MONSTER EFFECT FLIP,INSECT,EARTH,2,,900,1200,83293307,クローラー・レセプター
スチーム・シンクロン,Steam Synchron,MONSTER EFFECT TUNER,MACHINE,WATER,3,,600,800,83295594,スチーム・シンクロン
ウィッチクラフト・サボタージュ,Witchcrafter Holiday,SPELL,,,,,,,83301414,ウィッチクラフト・サボタージュ
DDD極智王カオス・アポカリプス,D/D/D Chaos King Apocalypse,MONSTER EFFECT PENDULUM,FIEND,DARK,7,4,2700,2000,83303851,ＤＤＤ極智王カオス・アポカリプス
発条の巻き上げ,Zenmaiday,TRAP CONTINUOUS,,,,,,,83319610,発条の巻き上げ
次元障壁,Dimensional Barrier,TRAP,,,,,,,83326048,次元障壁
オッドアイズ・ランサー・ドラゴン,Odd-Eyes Lancer Dragon,MONSTER EFFECT,DRAGON,LIGHT,8,,3000,2000,83347294,オッドアイズ・ランサー・ドラゴン
トラパート,Torapart,MONSTER EFFECT TUNER,WARRIOR,DARK,2,,600,600,83370323,トラパート
ヴィークラー,Bicular,MONSTER EFFECT,MACHINE,EARTH,2,,200,200,83392426,ヴィークラー
アマゾネスの急襲,Amazoness Onslaught,TRAP CONTINUOUS,,,,,,,83407038,アマゾネスの急襲
V・HERO ポイズナー,Vision HERO Poisoner,MONSTER EFFECT,WARRIOR,DARK,3,,900,700,83414006,Ｖ・ＨＥＲＯ ポイズナー
聖剣アロンダイト,Noble Arms - Arfeudutyr,SPELL EQUIP,,,,,,,83438826,聖剣アロンダイト
水晶機巧－スモーガー,Crystron Smiger,MONSTER EFFECT,MACHINE,WATER,3,,1000,1800,83443619,水晶機巧－スモーガー
充電池メン,Batteryman Charger,MONSTER EFFECT,THUNDER,LIGHT,5,,1800,1200,83446909,充電池メン
ペンデュラム・ストーム,Pendulum Storm,SPELL,,,,,,,83461421,ペンデュラム・ストーム
スリーピィ,Mystical Sheep #2,MONSTER NORMAL,BEAST,EARTH,3,,800,1000,83464209,スリーピィ
リフレクト・ネイチャー,Nature's Reflection,TRAP,,,,,,,83467607,リフレクト・ネイチャー
星遺物－『星鎧』,"World Legacy - ""World Armor""",MONSTER EFFECT,MACHINE,DARK,7,,2500,2500,83477829,星遺物－『星鎧』
A・ジェネクス・ソリッド,Genex Ally Solid,MONSTER EFFECT,MACHINE,DARK,2,,500,1200,83500096,Ａ・ジェネクス・ソリッド
ハイパー・ギャラクシー,Hyper Galaxy,SPELL QUICKPLAY,,,,,,,83512285,ハイパー・ギャラクシー
未界域のオゴポゴ,Danger! Ogopogo!,MONSTER EFFECT,SEASERPENT,DARK,8,,1200,3000,83518674,未界域のオゴポゴ
魔聖騎士皇ランスロット,Ignoble Knight of High Laundsallyn,MONSTER EFFECT SYNCHRO,WARRIOR,DARK,5,,2100,900,83519853,魔聖騎士皇ランスロット
彼岸の旅人 ダンテ,"Dante, Traveler of the Burning Abyss",MONSTER EFFECT XYZ,WARRIOR,LIGHT,3,,1000,2500,83531441,彼岸の旅人 ダンテ
ガスタの交信,Contact with Gusto,SPELL,,,,,,,83544697,ガスタの交信
無抵抗の真相,Wolf in Sheep's Clothing,TRAP,,,,,,,83546647,無抵抗の真相
トワイライトロード・ファイター ライコウ,"Ryko, Twilightsworn Fighter",MONSTER EFFECT,BEAST,DARK,2,,200,100,83550869,トワイライトロード・ファイター ライコウ
転生炎獣の再起,Salamangreat Recureance,SPELL,,,,,,,83554231,転生炎獣の再起
破壊輪,Ring of Destruction,TRAP,,,,,,,83555666,破壊輪
破壊輪,Ring of Destruction,TRAP,,,,,,,83555667,破壊輪
魔界の足枷,Darkworld Shackles,SPELL EQUIP,,,,,,,83584898,魔界の足枷
共闘するランドスターの剣士,Comrade Swordsman of Landstar,MONSTER EFFECT TUNER,WARRIOR,EARTH,3,,500,1200,83602069,共闘するランドスターの剣士
雲魔物－ゴースト・フォッグ,Cloudian - Ghost Fog,MONSTER EFFECT,FIEND,WATER,1,,0,0,83604828,雲魔物－ゴースト・フォッグ
トゥーン・サイバー・ドラゴン,Toon Cyber Dragon,MONSTER EFFECT TOON,MACHINE,LIGHT,5,,2100,1600,83629030,トゥーン・サイバー・ドラゴン
トークン謝肉祭,Token Feastevil,TRAP,,,,,,,83675475,トークン謝肉祭
ミッドナイト・デビル,Midnight Fiend,MONSTER NORMAL,FIEND,DARK,2,,800,600,83678433,ミッドナイト・デビル
テールスイング,Tail Swipe,SPELL,,,,,,,83682725,テールスイング
ワルキューレ・エルダ,Valkyrie Erda,MONSTER EFFECT,FAIRY,LIGHT,8,,2000,2200,83705073,ワルキューレ・エルダ
ムーン・スクレイパー,Attack the Moon!,SPELL CONTINUOUS,,,,,,,83715234,ムーン・スクレイパー
ライトロード・プリースト ジェニス,"Jenis, Lightsworn Mender",MONSTER EFFECT,SPELLCASTER,LIGHT,4,,300,2100,83725008,ライトロード・プリースト ジェニス
女神の聖弓－アルテミス,Goddess Bow,MONSTER EFFECT FUSION,WARRIOR,LIGHT,4,,1500,1600,83743222,女神の聖弓－アルテミス
魔導師の力,Mage Power,SPELL EQUIP,,,,,,,83746708,魔導師の力
黄昏の交衣,Twilight Cloth,TRAP,,,,,,,83747250,黄昏の交衣
輝竜星－ショウフク,"Baxia, Brightness of the Yang Zing",MONSTER EFFECT SYNCHRO,WYRM,LIGHT,8,,2300,2600,83755611,輝竜星－ショウフク
死者蘇生,Monster Reborn,SPELL,,,,,,,83764718,死者蘇生
死者蘇生,Monster Reborn,SPELL,,,,,,,83764719,死者蘇生
魔導紳士－J,The Illusory Gentleman,MONSTER NORMAL,SPELLCASTER,DARK,4,,1500,1600,83764996,魔導紳士－Ｊ
ミス・リバイブ,Foolish Revival,TRAP,,,,,,,83778600,ミス・リバイブ
X－セイバー ウェイン,X-Saber Wayne,MONSTER EFFECT SYNCHRO,WARRIOR,EARTH,5,,2100,400,83810690,Ｘ－セイバー ウェイン
フリントロック,Flint Lock,MONSTER EFFECT,MACHINE,LIGHT,4,,1500,800,83812099,フリントロック
豆まき,Mamemaki,TRAP,,,,,,,83828288,豆まき
カラクリ大暴走,Runaway Karakuri,SPELL QUICKPLAY,,,,,,,83831356,カラクリ大暴走
デストーイ・マッド・キマイラ,Frightfur Chimera,MONSTER EFFECT FUSION,FIEND,DARK,8,,2800,2000,83866861,デストーイ・マッド・キマイラ
ムーンバリア,Light Wing Shield,SPELL QUICKPLAY,,,,,,,83880087,ムーンバリア
はさみ撃ち,Two-Pronged Attack,TRAP,,,,,,,83887306,はさみ撃ち
ファラオの化身,Beast of the Pharaoh,MONSTER EFFECT,ZOMBIE,EARTH,3,,400,600,83903521,ファラオの化身
未界域捕縛作戦,Danger! Feets of Strength!,SPELL EQUIP,,,,,,,83928661,未界域捕縛作戦
ライノタウルス,Rhinotaurus,MONSTER EFFECT,BEASTWARRIOR,FIRE,4,,1800,600,83957459,ライノタウルス
D－HERO Bloo－D,Destiny HERO - Plasma,MONSTER EFFECT SPSUMMON,WARRIOR,DARK,8,,1900,600,83965310,Ｄ－ＨＥＲＯ Ｂｌｏｏ－Ｄ
強欲な瓶,Jar of Greed,TRAP,,,,,,,83968380,強欲な瓶
銅鑼ドラゴン,Dragong,MONSTER NORMAL PENDULUM,MACHINE,EARTH,4,7,500,2100,83980492,銅鑼ドラゴン
雲魔物－ポイズン・クラウド,Cloudian - Poison Cloud,MONSTER EFFECT,FIEND,WATER,3,,0,1000,83982270,雲魔物－ポイズン・クラウド
王虎ワンフー,King Tiger Wanghu,MONSTER EFFECT,BEAST,EARTH,4,,1700,1000,83986578,王虎ワンフー
ブーテン,Buten,MONSTER EFFECT TUNER,FAIRY,LIGHT,1,,200,300,83991690,ブーテン
閃珖竜 スターダスト,Stardust Spark Dragon,MONSTER EFFECT SYNCHRO,DRAGON,LIGHT,8,,2500,2000,83994433,閃珖竜 スターダスト
死の4つ星てんとう虫,4-Starred Ladybug of Doom,MONSTER EFFECT FLIP,INSECT,WIND,3,,800,1200,83994646,死の４つ星てんとう虫
シューティング・ソニック,Cosmic Flare,SPELL QUICKPLAY,,,,,,,84012625,シューティング・ソニック
No.39 希望皇ホープ,Number 39: Utopia,MONSTER EFFECT XYZ,WARRIOR,LIGHT,4,,2500,2000,84013237,Ｎｏ.３９ 希望皇ホープ
No.39 希望皇ホープ,Number 39: Utopia,MONSTER EFFECT XYZ,WARRIOR,LIGHT,4,,2500,2000,84013238,Ｎｏ.３９ 希望皇ホープ
超量機神王グレート・マグナス,Super Quantal Mech King Great Magnus,MONSTER EFFECT XYZ,MACHINE,LIGHT,12,,3600,3200,84025439,超量機神王グレート・マグナス
ドロドロゴン,Muddy Mudragon,MONSTER EFFECT SYNCHRO,DRAGON,DARK,6,,500,2200,84040113,ドロドロゴン
ゴースト・ビーフ,Ghost Beef,MONSTER NORMAL PENDULUM,BEAST,DARK,7,4,2000,1000,84046493,ゴースト・ビーフ
ゲイシャドウ,Maiden of Macabre,MONSTER EFFECT,SPELLCASTER,DARK,4,,1700,0,84055227,ゲイシャドウ
キメラテック・ランページ・ドラゴン,Chimeratech Rampage Dragon,MONSTER EFFECT FUSION,MACHINE,DARK,5,,2100,1600,84058253,キメラテック・ランページ・ドラゴン
慈悲深き修道女,The Forgiving Maiden,MONSTER EFFECT,FAIRY,LIGHT,4,,850,2000,84080938,慈悲深き修道女
慈悲深き修道女,The Forgiving Maiden,MONSTER EFFECT,FAIRY,LIGHT,4,,850,2000,84080939,慈悲深き修道女
カニカブト,Kanikabuto,MONSTER NORMAL,AQUA,WATER,3,,650,900,84103702,カニカブト
魔力隔壁,Spell Wall,SPELL,,,,,,,84117021,魔力隔壁
コードブレイカー・ウイルスソードマン,Codebreaker Virus Swordsman,MONSTER EFFECT LINK,WARRIOR,DARK,2,,2300,130,84121193,コードブレイカー・ウイルスソードマン
No.39 希望皇ホープ・ルーツ,Number 39: Utopia Roots,MONSTER EFFECT XYZ,WARRIOR,LIGHT,1,,500,100,84124261,Ｎｏ.３９ 希望皇ホープ・ルーツ
モンスター・アイ,Monster Eye,MONSTER EFFECT,FIEND,DARK,1,,250,350,84133008,モンスター・アイ
復活の墓穴,The Grave of Enkindling,TRAP,,,,,,,84136000,復活の墓穴
真帝王領域,Domain of the True Monarchs,SPELL FIELD,,,,,,,84171830,真帝王領域
不屈闘士レイレイ,Indomitable Fighter Lei Lei,MONSTER EFFECT,BEASTWARRIOR,EARTH,4,,2300,0,84173492,不屈闘士レイレイ
ホーリー・ジェラル,Radiant Jeral,MONSTER EFFECT,FAIRY,LIGHT,4,,1000,2000,84177693,ホーリー・ジェラル
氷結界の紋章,Medallion of the Ice Barrier,SPELL,,,,,,,84206435,氷結界の紋章
フォーチュンレディ・リワインド,Fortune Lady Rewind,TRAP,,,,,,,84218527,フォーチュンレディ・リワインド
蘇生紋章,Heraldry Reborn,SPELL,,,,,,,84220251,蘇生紋章
キャット・シャーク,Cat Shark,MONSTER EFFECT XYZ,BEAST,WATER,2,,500,500,84224627,キャット・シャーク
VWXYZ－ドラゴン・カタパルトキャノン,VWXYZ-Dragon Catapult Cannon,MONSTER EFFECT FUSION,MACHINE,LIGHT,8,,3000,2800,84243274,ＶＷＸＹＺ－ドラゴン・カタパルトキャノン
治療の神 ディアン・ケト,Dian Keto the Cure Master,SPELL,,,,,,,84257639,治療の神 ディアン・ケト
治療の神 ディアン・ケト,Dian Keto the Cure Master,SPELL,,,,,,,84257640,治療の神 ディアン・ケト
巨大戦艦 ブラスターキャノン・コア,B.E.S. Blaster Cannon Core,MONSTER EFFECT,MACHINE,EARTH,9,,2500,3000,84257883,巨大戦艦 ブラスターキャノン・コア
アーティファクト－カドケウス,Artifact Caduceus,MONSTER EFFECT,FAIRY,LIGHT,5,,1600,2400,84268896,アーティファクト－カドケウス
落消しのパズロミノ,"Puzzlomino, the Drop-n-Deleter",MONSTER EFFECT LINK,SPELLCASTER,LIGHT,2,,1300,34,84271823,落消しのパズロミノ
ペンデュラム・ディメンション,Pendulum Dimension,TRAP CONTINUOUS,,,,,,,84274024,ペンデュラム・ディメンション
はにわ,Haniwa,MONSTER NORMAL,ROCK,EARTH,2,,500,500,84285623,はにわ
スナイプストーカー,Snipe Hunter,MONSTER EFFECT,FIEND,DARK,4,,1500,600,84290642,スナイプストーカー
強化蘇生,Powerful Rebirth,TRAP CONTINUOUS,,,,,,,84298614,強化蘇生
ゴヨウ・キング,Goyo King,MONSTER EFFECT SYNCHRO,WARRIOR,EARTH,8,,2800,2000,84305651,ゴヨウ・キング
ヴァイロン・テセラクト,Vylon Tesseract,MONSTER EFFECT UNION,MACHINE,LIGHT,4,,800,600,84313685,ヴァイロン・テセラクト
E・HERO クレイマン,Elemental HERO Clayman,MONSTER NORMAL,WARRIOR,EARTH,4,,800,2000,84327329,Ｅ・ＨＥＲＯ クレイマン
白薔薇の回廊,White Rose Cloister,SPELL FIELD,,,,,,,84335863,白薔薇の回廊
デーモンの巨神,Archfiend Giant,MONSTER EFFECT,FIEND,DARK,6,,2400,1600,84341431,デーモンの巨神
エッジ・ハンマー,Edge Hammer,TRAP,,,,,,,84361420,エッジ・ハンマー
ライカン・スロープ,Lycanthrope,MONSTER EFFECT RITUAL,BEASTWARRIOR,EARTH,6,,2400,1800,84385264,ライカン・スロープ
剣聖の影霊衣－セフィラセイバー,"Zefrasaber, Swordmaster of the Nekroz",MONSTER EFFECT PENDULUM,SPELLCASTER,WATER,4,1,1500,800,84388461,剣聖の影霊衣－セフィラセイバー
窮鼠の進撃,Attack of the Cornered Rat,TRAP CONTINUOUS,,,,,,,84389640,窮鼠の進撃
レベル変換実験室,Level Conversion Lab,TRAP,,,,,,,84397023,レベル変換実験室
ゴルゴニック・ガーディアン,Gorgonic Guardian,MONSTER EFFECT XYZ,ROCK,DARK,3,,1600,1200,84401683,ゴルゴニック・ガーディアン
No.91 サンダー・スパーク・ドラゴン,Number 91: Thunder Spark Dragon,MONSTER EFFECT XYZ,DRAGON,LIGHT,4,,2400,2000,84417082,Ｎｏ.９１ サンダー・スパーク・ドラゴン
エレキャッシュ,Wattjustment,SPELL EQUIP,,,,,,,84428023,エレキャッシュ
海晶乙女潮流,Marincess Current,TRAP,,,,,,,84430165,海晶乙女潮流
重装武者－ベン・ケイ,Armed Samurai - Ben Kei,MONSTER EFFECT,WARRIOR,DARK,4,,500,800,84430950,重装武者－ベン・ケイ
クインテット・マジシャン,Quintet Magician,MONSTER EFFECT FUSION,SPELLCASTER,DARK,12,,4500,4500,84433295,クインテット・マジシャン
グレイドル・コンバット,Graydle Combat,TRAP COUNTER,,,,,,,84442536,グレイドル・コンバット
デスガエル,Des Frog,MONSTER EFFECT,AQUA,WATER,5,,1900,0,84451804,デスガエル
サイコ・エース,Psychic Ace,MONSTER EFFECT,PSYCHIC,DARK,2,,1000,0,84453939,サイコ・エース
ゴーストリック・イエティ,Ghostrick Yeti,MONSTER EFFECT,ZOMBIE,DARK,3,,300,2000,84472026,ゴーストリック・イエティ
深淵の結界像,Barrier Statue of the Abyss,MONSTER EFFECT,FIEND,DARK,4,,1000,1000,84478195,深淵の結界像
顕現する紋章,Charged-Up Heraldry,SPELL,,,,,,,84482694,顕現する紋章
インヴェルズ・ガザス,Steelswarm Caucastag,MONSTER EFFECT,FIEND,DARK,8,,2800,0,84488827,インヴェルズ・ガザス
細胞爆破ウイルス,Cell Explosion Virus,TRAP,,,,,,,84491298,細胞爆破ウイルス
メガリス・ポータル,Megalith Portal,SPELL FIELD,,,,,,,84504242,メガリス・ポータル
ウィッチクラフト・ハイネ,Witchcrafter Haine,MONSTER EFFECT,SPELLCASTER,DARK,7,,2400,1000,84523092,ウィッチクラフト・ハイネ
OToサンダー,Pahunder,MONSTER EFFECT,THUNDER,LIGHT,4,,1300,600,84530620,ＯＴｏサンダー
フォーム・チェンジ,Form Change,SPELL QUICKPLAY,,,,,,,84536654,フォーム・チェンジ
アマゾネス王女,Amazoness Princess,MONSTER EFFECT,WARRIOR,EARTH,3,,1200,900,84539520,アマゾネス王女
ソニックジャマー,Sonic Jammer,MONSTER EFFECT FLIP,MACHINE,WIND,2,,350,650,84550200,ソニックジャマー
伝説の騎士 ヘルモス,Legendary Knight Hermos,MONSTER EFFECT SPSUMMON,WARRIOR,LIGHT,8,,2800,1800,84565800,伝説の騎士 ヘルモス
スピアフィッシュソルジャー,Spearfish Soldier,MONSTER EFFECT,SEASERPENT,WIND,4,,1700,1100,84569017,スピアフィッシュソルジャー
DDD超死偉王パープリッシュ・ヘル・アーマゲドン,D/D/D Super Doom King Purple Armageddon,MONSTER EFFECT FUSION PENDULUM,FIEND,DARK,10,1,3500,3000,84569886,ＤＤＤ超死偉王パープリッシュ・ヘル・アーマゲドン
D・ビデオン,Morphtronic Videon,MONSTER EFFECT,MACHINE,LIGHT,4,,1000,1000,84592800,Ｄ・ビデオン
神速の具足,Swiftstrike Armor,TRAP CONTINUOUS,,,,,,,84613836,神速の具足
ギロチン・クワガタ,Girochin Kuwagata,MONSTER NORMAL,INSECT,WIND,4,,1700,1000,84620194,ギロチン・クワガタ
マジック・キャンセラー,Spell Canceller,MONSTER EFFECT,MACHINE,WIND,5,,1800,1600,84636823,マジック・キャンセラー
電網の落とし穴,Network Trap Hole,TRAP,,,,,,,84640866,電網の落とし穴
フラッピィ,Slushy,MONSTER EFFECT,AQUA,WATER,2,,0,0,84650463,フラッピィ
超能力増幅器,ESP Amplifier,SPELL QUICKPLAY,,,,,,,84653834,超能力増幅器
サテライト・ウォリアー,Satellite Warrior,MONSTER EFFECT SYNCHRO,WARRIOR,DARK,10,,2500,2000,84664085,サテライト・ウォリアー
トワイライトロード・ジェネラル ジェイン,"Jain, Twilightsworn General",MONSTER EFFECT,WARRIOR,DARK,4,,1800,1200,84673417,トワイライトロード・ジェネラル ジェイン
大金星！？,BIG Win!?,TRAP,,,,,,,84677654,大金星！？
キング・スモーク,King Fog,MONSTER NORMAL,FIEND,DARK,3,,1000,900,84686841,キング・スモーク
